source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
civic tradition,bul,bul_Cyrl,Гражданска традиция,Civil tradition,0.9333333333333333,0.8792406320571899,high,0,0
civic modernity,bul,bul_Cyrl,Гражданска модерност,Civil modernity,0.9333333333333333,0.8782631158828735,high,0,0
civic sacred,bul,bul_Cyrl,гражданско свещено,civil sacredness,0.7857142857142857,0.516203761100769,low,1,0
civic secular,bul,bul_Cyrl,Граждански световни,Citizens of the world,0.35294117647058826,0.4359463155269623,low,1,0
civic conformity,bul,bul_Cyrl,гражданско съответствие,civil conformity,0.9375,0.8645310997962952,high,0,0
civic dissent,bul,bul_Cyrl,Гражданско противоречие,Civil dispute,0.6923076923076923,0.8332827091217041,high,0,0
civic restraint,bul,bul_Cyrl,Гражданско ограничаване,"In the event of a failure to comply with the conditions set out in this Regulation, the Commission shall adopt implementing acts in accordance with the procedure referred to in paragraph 1 of this Article.",0.00909090909090909,0.6874387264251709,medium,1,0
civic indulgence,bul,bul_Cyrl,Гражданско удоволствие,Civil pleasure,0.4666666666666667,0.8035564422607422,high,1,0
civic solidarity,bul,bul_Cyrl,гражданска солидарност,civil solidarity,0.9375,0.8825925588607788,high,0,0
civic merit,bul,bul_Cyrl,Граждански заслуги,Civil service,0.6666666666666666,0.8204142451286316,high,0,0
civic trust,bul,bul_Cyrl,Гражданско доверие,This appropriation is intended to cover:,0.19607843137254902,0.8798373937606812,high,1,0
civic loyalty,bul,bul_Cyrl,гражданска лоялност,civil loyalty,0.9230769230769231,0.883591890335083,high,0,0
civic integrity,bul,bul_Cyrl,Гражданска почтеност,Civil integrity,0.9333333333333333,0.8783276677131653,high,0,0
civic discretion,bul,bul_Cyrl,гражданска дискреция,civil discretion,0.9375,0.874199390411377,high,0,0
civic humility,bul,bul_Cyrl,Гражданска смирение,Civil Humility,0.9285714285714286,0.769836962223053,medium,0,0
civic discipline,bul,bul_Cyrl,Гражданска дисциплина,Civil Discipline,0.9375,0.8829786777496338,high,0,0
civic self control,bul,bul_Cyrl,Граждански самоконтрол,Civil self-control,0.8888888888888888,0.8569835424423218,high,0,0
civic deference,bul,bul_Cyrl,Гражданска почит,Respect for citizenship,0.2631578947368421,0.8455861806869507,high,1,0
moral individualism,bul,bul_Cyrl,моралният индивидуализъм,Moral individualism,1.0,0.8857231140136719,high,0,0
moral collectivism,bul,bul_Cyrl,морален колективизъм,Moral collectivism,1.0,0.8780409097671509,high,0,0
moral hierarchy,bul,bul_Cyrl,морална йерархия,Moral hierarchy,1.0,0.8803749084472656,high,0,0
moral equality,bul,bul_Cyrl,морално равенство,moral equality,1.0,0.877088189125061,high,0,0
moral authority,bul,bul_Cyrl,морален авторитет,moral authority,1.0,0.8655248284339905,high,0,0
moral autonomy,bul,bul_Cyrl,Морална автономия,Moral autonomy,1.0,0.8750509023666382,high,0,0
moral obedience,bul,bul_Cyrl,нравственото послушание,moral obedience,1.0,0.8608951568603516,high,0,0
moral duty,bul,bul_Cyrl,морален дълг,Moral duty,1.0,0.8750306367874146,high,0,0
moral freedom,bul,bul_Cyrl,Морална свобода,Moral freedom,1.0,0.8838376402854919,high,0,0
moral honor,bul,bul_Cyrl,Морална чест,Moral honor,1.0,0.8699331283569336,high,0,0
moral shame,bul,bul_Cyrl,нравствен срам,moral shame,1.0,0.8537907004356384,high,0,0
moral virtue,bul,bul_Cyrl,Морална добродетел,Moral Virtue,1.0,0.8708603382110596,high,0,0
family,bul,bul_Cyrl,семейство,family,1.0,0.853984534740448,high,0,0
kinship,bul,bul_Cyrl,родниничество,Relativity,0.23529411764705882,0.8233144879341125,high,1,0
mother,bul,bul_Cyrl,Майка,My mother.,0.75,0.8426060676574707,high,0,0
father,bul,bul_Cyrl,баща,Father,1.0,0.8529697060585022,high,0,0
parent,bul,bul_Cyrl,родител,Parent,1.0,0.83482825756073,high,0,0
child,bul,bul_Cyrl,Дете,The child.,0.6666666666666666,0.8595094680786133,high,0,0
daughter,bul,bul_Cyrl,Дъщеря,Daughter,1.0,0.857961893081665,high,0,0
son,bul,bul_Cyrl,Синът ми,My son.,0.6,0.8492066860198975,high,0,0
uncle,bul,bul_Cyrl,чичо,My uncle.,0.7142857142857143,0.8366642594337463,high,0,0
aunt,bul,bul_Cyrl,Леля.,"Aunt, please.",0.47058823529411764,0.44237974286079407,low,1,0
cousin,bul,bul_Cyrl,братовчед,Cousin,1.0,0.8524559736251831,high,0,0
grandmother,bul,bul_Cyrl,Дядо,My grandfather.,0.6923076923076923,0.7436114549636841,medium,1,1
grandfather,bul,bul_Cyrl,Дядо,My grandfather.,0.8461538461538461,0.8395406603813171,high,1,1
nephew,bul,bul_Cyrl,племенник,Nephew,1.0,0.7617917060852051,medium,0,0
niece,bul,bul_Cyrl,племенница,Nephew,0.5454545454545454,0.6833357214927673,medium,1,0
ancestor,bul,bul_Cyrl,предци,the ancestors,0.7619047619047619,0.8020126819610596,high,0,0
lineage,bul,bul_Cyrl,родословие,offspring,0.375,0.8266391754150391,high,1,0
clan,bul,bul_Cyrl,клан,Clan,1.0,0.8434529900550842,high,0,0
household,bul,bul_Cyrl,домакинство,Household,1.0,0.8586083054542542,high,1,1
joint family,bul,bul_Cyrl,съвместно семейство,Joint family,1.0,0.851330041885376,high,0,0
nuclear family,bul,bul_Cyrl,ядрено семейство,nuclear family,1.0,0.8755648136138916,high,0,0
marriage,bul,bul_Cyrl,сватба,Wedding,0.26666666666666666,0.8665695786476135,high,1,1
wedding,bul,bul_Cyrl,сватба,Wedding,1.0,0.8506870865821838,high,1,1
bride,bul,bul_Cyrl,Невеста,The bride,0.7142857142857143,0.8457094430923462,high,1,1
groom,bul,bul_Cyrl,младоженец,The bridegroom,0.5263157894736842,0.7323521375656128,medium,1,0
engagement,bul,bul_Cyrl,ангажимент,Commitment,0.4,0.8466699719429016,high,1,0
dowry,bul,bul_Cyrl,двойка,a pair,0.18181818181818182,0.41574975848197937,low,1,0
bridewealth,bul,bul_Cyrl,невеста,The bride,0.5,0.5193795561790466,low,1,1
inheritance,bul,bul_Cyrl,наследство,Inheritance,1.0,0.8311909437179565,high,1,1
widow,bul,bul_Cyrl,вдовица,widow,1.0,0.8571500778198242,high,1,1
widower,bul,bul_Cyrl,вдовица,widow,0.8333333333333334,0.8570747971534729,high,1,1
courtship,bul,bul_Cyrl,състезание,Competition,0.4,0.6468452215194702,medium,1,0
matchmaker,bul,bul_Cyrl,Съчетание,Combined,0.2222222222222222,0.43504655361175537,low,1,0
surname,bul,bul_Cyrl,фамилия,Family name,0.4444444444444444,0.8225589394569397,high,1,0
patronymic,bul,bul_Cyrl,роднини имена,Family names,0.2727272727272727,0.49753865599632263,low,1,0
matronymic,bul,bul_Cyrl,матронимна,of a thickness of not more than 10 mm,0.1702127659574468,0.5660768747329712,low,1,0
firstborn,bul,bul_Cyrl,първороден,firstborn,1.0,0.8319432735443115,high,0,0
heir,bul,bul_Cyrl,наследник,Successor,0.3076923076923077,0.8444021940231323,high,1,0
filial piety,bul,bul_Cyrl,детска благочестивост,Childly piety,0.72,0.8232415914535522,high,0,0
caregiving,bul,bul_Cyrl,грижа,I'll take care of you.,0.25,0.8010132312774658,high,1,0
motherhood,bul,bul_Cyrl,майчинство,Maternity,0.42105263157894735,0.8567962050437927,high,1,0
fatherhood,bul,bul_Cyrl,бащинство,paternity,0.42105263157894735,0.8475296497344971,high,1,0
in laws,bul,bul_Cyrl,в законите,in the laws,0.7777777777777778,0.7131928205490112,medium,0,0
brother in law,bul,bul_Cyrl,Брат на съпруга.,My husband's brother.,0.4,0.5344992876052856,low,1,1
sister in law,bul,bul_Cyrl,сестричка.,She's my sister.,0.41379310344827586,0.6604427099227905,medium,1,0
ancestral home,bul,bul_Cyrl,дом на предците,the house of the ancestors,0.35,0.8742942214012146,high,1,0
household labor,bul,bul_Cyrl,домакински труд,Household work,0.8275862068965517,0.8610321879386902,high,0,0
extended family,bul,bul_Cyrl,Разширено семейство,Extended family,1.0,0.8627119064331055,high,0,0
extended kinship,bul,bul_Cyrl,разширено родниничество,extended kinship,1.0,0.8507062196731567,high,0,0
extended mother,bul,bul_Cyrl,по-голяма майка,older mother,0.6666666666666666,0.6294689178466797,medium,0,0
extended father,bul,bul_Cyrl,по-големият баща,The older father.,0.625,0.7449714541435242,medium,0,0
extended parent,bul,bul_Cyrl,разширен родител,extended parent,1.0,0.5471887588500977,low,1,0
extended child,bul,bul_Cyrl,удълженото дете,the extended child,0.875,0.5366530418395996,low,1,0
extended daughter,bul,bul_Cyrl,по-голяма дъщеря,eldest daughter,0.75,0.8358756899833679,high,0,0
extended son,bul,bul_Cyrl,удължен син,extended son,1.0,0.6328750848770142,medium,0,0
extended uncle,bul,bul_Cyrl,Дядо на по-голямата възраст,Grandfather of old age,0.3333333333333333,0.45208314061164856,low,1,0
extended aunt,bul,bul_Cyrl,Дъщерна леля,Daughter-in-law,0.2857142857142857,0.6523565053939819,medium,1,0
extended cousin,bul,bul_Cyrl,удължен братовчед,Extended cousin,1.0,0.7533137202262878,medium,0,0
extended grandmother,bul,bul_Cyrl,възрастна баба,elderly grandmother,0.7692307692307693,0.8202499151229858,high,0,0
extended grandfather,bul,bul_Cyrl,Дядо на дядо,My grandfather's grandfather,0.5,0.4012846350669861,low,1,0
extended nephew,bul,bul_Cyrl,удължен племенник,extended nephew,1.0,0.7008262872695923,medium,0,0
extended niece,bul,bul_Cyrl,удължена племенница,Extended nieces and nephews,0.6829268292682927,0.5695762038230896,low,1,0
extended ancestor,bul,bul_Cyrl,Продължени предци,Continued Ancestors,0.7222222222222222,0.6845628023147583,medium,0,0
extended lineage,bul,bul_Cyrl,разширено родословие,extended pedigree,0.7272727272727273,0.8340668678283691,high,0,0
extended clan,bul,bul_Cyrl,разширен клан,Extended clan,1.0,0.840616762638092,high,0,0
extended household,bul,bul_Cyrl,разширено домакинство,Extended household,1.0,0.8542742133140564,high,0,0
extended joint family,bul,bul_Cyrl,разширено съвместно семейство,Extended joint family,1.0,0.8603246808052063,high,0,0
extended nuclear family,bul,bul_Cyrl,разширено ядрено семейство,Expanded nuclear family,0.9130434782608695,0.8322089910507202,high,0,0
extended marriage,bul,bul_Cyrl,удължен брак,extended marriage,1.0,0.7977851033210754,medium,0,0
extended wedding,bul,bul_Cyrl,Продължени сватби,Prolonged Marriages,0.2857142857142857,0.7384438514709473,medium,1,0
extended bride,bul,bul_Cyrl,разширена невеста,The extended bride,0.875,0.5953231453895569,low,1,1
extended groom,bul,bul_Cyrl,Удължен младоженец,Prolonged Bridegroom,0.5294117647058824,0.40853455662727356,low,1,0
extended engagement,bul,bul_Cyrl,Удължено участие,Extended participation,0.4878048780487805,0.7848829030990601,medium,1,0
extended dowry,bul,bul_Cyrl,продължително дато,the extended date,0.6451612903225806,0.36958977580070496,low,1,0
extended bridewealth,bul,bul_Cyrl,Разширена невеста,The extended bride,0.7368421052631579,0.4417433440685272,low,1,1
extended inheritance,bul,bul_Cyrl,разширено наследство,Extended inheritance,1.0,0.8081541061401367,high,0,0
extended widow,bul,bul_Cyrl,удължена вдовица,Extended widow,1.0,0.6563501358032227,medium,0,0
extended widower,bul,bul_Cyrl,удължен вдовик,Extended widow,0.9333333333333333,0.6421746015548706,medium,0,0
extended courtship,bul,bul_Cyrl,продължително сътрудничество,continuous cooperation,0.4,0.7364144921302795,medium,1,0
extended matchmaker,bul,bul_Cyrl,разширен бракосъчетател,extended marriages,0.7027027027027027,0.4171953499317169,low,1,0
extended surname,bul,bul_Cyrl,разширено фамилие,extended family name,0.7222222222222222,0.60148686170578,medium,0,0
extended patronymic,bul,bul_Cyrl,разширена фамилия,extended family name,0.6153846153846154,0.7738912105560303,medium,0,0
extended matronymic,bul,bul_Cyrl,разширена матронимика,Extended matronymics,0.9743589743589743,0.86176997423172,high,0,0
extended firstborn,bul,bul_Cyrl,удължени първични деца,Extended primary children,0.6046511627906976,0.44528934359550476,low,1,0
extended heir,bul,bul_Cyrl,удължен наследник,Extended successor,0.7096774193548387,0.625838041305542,medium,0,0
extended filial piety,bul,bul_Cyrl,разширяване на синска благочестивост,Expansion of filial piety,0.6956521739130435,0.45686784386634827,low,1,0
extended caregiving,bul,bul_Cyrl,продължително осигуряване на грижи,Provision of long-term care,0.30434782608695654,0.8398455381393433,high,1,0
extended motherhood,bul,bul_Cyrl,продължително майчинство,long-term motherhood,0.6666666666666666,0.8620424270629883,high,0,0
extended fatherhood,bul,bul_Cyrl,продължително бащинство,long-term paternity,0.3684210526315789,0.8205862641334534,high,1,0
extended in laws,bul,bul_Cyrl,Разширено в закони,Expanded in laws,0.875,0.6764698028564453,medium,0,0
extended brother in law,bul,bul_Cyrl,Брат на съпруга.,My husband's brother.,0.45454545454545453,0.4474785029888153,low,1,1
extended sister in law,bul,bul_Cyrl,По-голяма свекърня,Greater mother-in-law,0.46511627906976744,0.7906602621078491,medium,1,0
extended ancestral home,bul,bul_Cyrl,разширен прадеден дом,extended grandfather's house,0.6666666666666666,0.8359748125076294,high,0,0
extended household labor,bul,bul_Cyrl,удължен домакински труд,extended household work,0.8936170212765957,0.8554253578186035,high,0,0
nuclear kinship,bul,bul_Cyrl,ядрено родниничество,Nuclear kinship,1.0,0.8772881627082825,high,0,0
nuclear mother,bul,bul_Cyrl,ядрена майка,Nuclear mother,1.0,0.8475000262260437,high,0,0
nuclear father,bul,bul_Cyrl,ядрен баща,Nuclear father,1.0,0.8782380819320679,high,0,0
nuclear parent,bul,bul_Cyrl,ядрен родител,Nuclear parent,1.0,0.8313799500465393,high,0,0
nuclear child,bul,bul_Cyrl,ядрено дете,Nuclear child,1.0,0.8876853585243225,high,0,0
nuclear daughter,bul,bul_Cyrl,ядрена дъщеря,Nuclear daughter,1.0,0.8546167612075806,high,0,0
religion,bul,bul_Cyrl,Религия,What is religion?,0.64,0.8720748424530029,high,0,0
ritual,bul,bul_Cyrl,ритуал,Ritual,1.0,0.8329402804374695,high,0,0
prayer,bul,bul_Cyrl,молитва,Prayer,1.0,0.8560694456100464,high,0,0
temple,bul,bul_Cyrl,храмовете,Temples,0.9230769230769231,0.7948791980743408,medium,0,0
church,bul,bul_Cyrl,църква,Church,1.0,0.8623635172843933,high,0,0
mosque,bul,bul_Cyrl,джамия,The mosque,0.75,0.8655890226364136,high,0,0
synagogue,bul,bul_Cyrl,синагога,the synagogue,0.8181818181818182,0.8658079504966736,high,0,0
shrine,bul,bul_Cyrl,светилище,Sanctuary,0.26666666666666666,0.8503494262695312,high,1,0
pilgrimage,bul,bul_Cyrl,паломничество,Pilgrimage,1.0,0.8653333783149719,high,0,0
scripture,bul,bul_Cyrl,Писание,The Scripture,0.8181818181818182,0.8473988771438599,high,0,0
monk,bul,bul_Cyrl,монах,Monk,1.0,0.8548592329025269,high,0,0
priest,bul,bul_Cyrl,свещеник,a priest,0.8571428571428571,0.8613343834877014,high,0,0
imam,bul,bul_Cyrl,имам,I got it.,0.15384615384615385,0.8398606181144714,high,1,0
nun,bul,bul_Cyrl,монахиня,The nun,0.6,0.8409004211425781,high,0,0
saint,bul,bul_Cyrl,светец,A saint,0.8333333333333334,0.8408313989639282,high,0,0
martyr,bul,bul_Cyrl,мъченик,The martyr,0.75,0.8529263734817505,high,0,0
prophet,bul,bul_Cyrl,пророк,The Prophet,0.7777777777777778,0.8454917669296265,high,0,0
zakat,bul,bul_Cyrl,закат,of a kind used for the manufacture of foodstuffs,0.1509433962264151,0.773195743560791,medium,1,0
tithe,bul,bul_Cyrl,десетилетие,decade,0.18181818181818182,0.46489402651786804,low,1,0
karma,bul,bul_Cyrl,кармата,of a kind used for the manufacture of foodstuffs,0.1509433962264151,0.5711371302604675,low,1,0
altar,bul,bul_Cyrl,Алтар,Altar,1.0,0.8529583811759949,high,0,0
incense,bul,bul_Cyrl,парфюм,Parfumes and other cosmetic products,0.13953488372093023,0.6145461201667786,medium,1,0
rosary,bul,bul_Cyrl,розарий,of a kind used for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations of foodstuffs,0.0,0.8484331369400024,high,1,0
blessing,bul,bul_Cyrl,благословия,Blessings,0.9411764705882353,0.8367286324501038,high,0,0
curse,bul,bul_Cyrl,проклятието,The curse.,0.6666666666666666,0.8270136713981628,high,0,0
sabbath,bul,bul_Cyrl,съботен ден,Saturday,0.4,0.8485400676727295,high,1,0
halal,bul,bul_Cyrl,халал,I can't believe this.,0.07692307692307693,0.7371608018875122,medium,1,0
kosher,bul,bul_Cyrl,Кошер,Cushion,0.3076923076923077,0.7076554894447327,medium,1,0
fasting,bul,bul_Cyrl,гладуване,Hunger,0.3076923076923077,0.8667751550674438,high,1,0
sacrifice,bul,bul_Cyrl,жертвоприношение,Sacrifice,1.0,0.830826997756958,high,0,0
monastery,bul,bul_Cyrl,манастир,Monastery,1.0,0.8613039255142212,high,1,1
convent,bul,bul_Cyrl,манастир,Monastery,0.375,0.8602471947669983,high,1,1
abbey,bul,bul_Cyrl,аббатство,Abbey,1.0,0.8548967838287354,high,0,0
minaret,bul,bul_Cyrl,Минарет,Minerals,0.5333333333333333,0.8709979057312012,high,1,0
pagoda,bul,bul_Cyrl,пагода,Pagoda,1.0,0.8429614305496216,high,0,0
stupa,bul,bul_Cyrl,Стъпа,The step,0.46153846153846156,0.4603876769542694,low,1,0
ancestral altar,bul,bul_Cyrl,Алтар на предците,Altar of the Ancestors,0.3783783783783784,0.8682599663734436,high,1,0
funeral rite,bul,bul_Cyrl,погребален ритуал,Funeral ritual,0.8461538461538461,0.8729785084724426,high,0,0
mourning rite,bul,bul_Cyrl,ритуал на траур,Ritual of mourning,0.5161290322580645,0.8517298102378845,high,1,0
memorial service,bul,bul_Cyrl,погребална служба,Funeral service,0.7741935483870968,0.8670865297317505,high,0,0
ancestor worship,bul,bul_Cyrl,поклонение на предците,the worship of the forefathers,0.391304347826087,0.8687986731529236,high,1,0
tabernacle,bul,bul_Cyrl,скинията,the tent,0.3333333333333333,0.5207498073577881,low,1,0
prayer mat,bul,bul_Cyrl,молитвен мач,A prayer match.,0.8,0.8483839631080627,high,0,0
chanting,bul,bul_Cyrl,Скандиране,Scanning,0.75,0.5051411986351013,low,1,0
hymn,bul,bul_Cyrl,Химн,Hymn,1.0,0.8447452187538147,high,1,1
sermon,bul,bul_Cyrl,проповед,preaching,0.26666666666666666,0.8374178409576416,high,1,0
liturgy,bul,bul_Cyrl,Литургия,The Liturgy,0.7777777777777778,0.8664510846138,high,0,0
sacred religion,bul,bul_Cyrl,свещена религия,sacred religion,1.0,0.8685638904571533,high,0,0
sacred ritual,bul,bul_Cyrl,Свещен ритуал,Sacred Ritual,1.0,0.8597773313522339,high,0,0
sacred prayer,bul,bul_Cyrl,свещена молитва,Holy Prayer,0.5833333333333334,0.8643523454666138,high,0,0
sacred temple,bul,bul_Cyrl,свещен храм,sacred temple,1.0,0.8577225804328918,high,0,0
sacred church,bul,bul_Cyrl,свещена църква,Holy church,0.5833333333333334,0.8671230673789978,high,0,0
sacred mosque,bul,bul_Cyrl,свещена джамия,Holy mosque,0.5833333333333334,0.8582037687301636,high,0,0
sacred synagogue,bul,bul_Cyrl,свещена синагога,holy synagogue,0.6666666666666666,0.8672645688056946,high,0,0
sacred shrine,bul,bul_Cyrl,свещено светилище,sacred sanctuary,0.6206896551724138,0.8340234756469727,high,0,0
sacred pilgrimage,bul,bul_Cyrl,свещено паломничество,sacred pilgrimage,1.0,0.8513807654380798,high,0,0
sacred scripture,bul,bul_Cyrl,свещено писание,Sacred Scripture,1.0,0.8510472774505615,high,0,0
sacred monk,bul,bul_Cyrl,свещен монах,A holy monk.,0.5217391304347826,0.8582872152328491,high,1,0
sacred priest,bul,bul_Cyrl,свещен свещеник,a holy priest,0.6153846153846154,0.8384389877319336,high,0,0
sacred imam,bul,bul_Cyrl,свещен имам,I have a sacred,0.46153846153846156,0.8572465181350708,high,1,0
sacred nun,bul,bul_Cyrl,свещена монахиня,A holy nun.,0.47619047619047616,0.8573918342590332,high,1,0
sacred saint,bul,bul_Cyrl,свещен светец,A holy saint.,0.56,0.7994306087493896,medium,0,0
sacred martyr,bul,bul_Cyrl,Свещен мъченик,The Holy Martyr,0.5714285714285714,0.8505542278289795,high,0,0
sacred prophet,bul,bul_Cyrl,свещен пророк,A holy prophet.,0.6206896551724138,0.8559279441833496,high,0,0
sacred zakat,bul,bul_Cyrl,Свещен зекат,Sacred Zakat,1.0,0.7730780243873596,medium,0,0
